market,volume_24h,num_trades,num_whales,whale_volume,whale_pct,mean_trade,median_trade,max_trade,total_traded
Will Donald Trump Jr. win the 2028 Republican pres,18417.44080299999,22,3,1477.9,34.46267479781302,194.92762277272732,145.514751,689.5,4288.407701
Will Cape Verde win the 2026 FIFA World Cup?,18422.899999999998,25,3,2500.16636,28.586798624525294,349.83509596,300.0986,968.06,8745.877398999999
Will Tran Cam Tu be elected General Secretary of t,19123.157731,22,3,4805.01018,50.81498779252879,429.81325613636363,205.07844649999998,3026.62035,9455.891635
Will Marjorie Taylor Greene win the 2028 Republica,12232.111475,15,3,3551.554616,62.40346197155892,379.41854546666667,155.84716,2215.17964,5691.278182
"Will the price of Ethereum be greater than $3,500 ",12241.971861000005,21,3,2531.67908,37.794205269266165,318.9805045714286,230.1,966.4060599999999,6698.590596
Will US or Israel strike Iran first?,12293.055527,27,3,1441.025799,23.61754560977922,225.98167807407407,180.0,576.0258,6101.505308
Will Dwayne 'The Rock' Johnson win the 2028 Democr,12369.908758000007,24,3,1622.058196,33.96305476175823,198.99787766666668,138.589998,561.899998,4775.949064
Will the Texans win the AFC Championship?,12400.692006,11,3,8223.650800000001,83.09529526739627,899.6954830909093,261.39727999999997,5481.946800000001,9896.650314
Will Michelle Bolsonaro win the 2026 Brazilian pre,12439.414165,15,3,3472.551,46.87527212948444,493.87105286666673,316.869863,1478.551,7408.065793
Will MrBeast hit 462 Million subscribers by Januar,12759.505144,8,3,10520.448480000001,88.408406597415,1487.47852225,409.78983900000003,4955.0,11899.828178
Will Chelsea FC win on 2026-01-17?,13020.854543999998,24,3,5931.2,57.00165195932827,433.55468629166666,168.88760000000002,3989.9999999999995,10405.312471
Will Solana dip to $130 January 12-18?,13197.278357,14,3,5672.6872,70.13266325356156,577.7506857142857,221.85000000000002,3640.0,8088.5096
Will Eduardo Bolsonaro win the 2026 Brazilian pres,13588.179333000002,13,3,2997.0,50.37727063961645,457.6239613846154,344.10042000000004,999.0,5949.111498
Will Solana reach $150 January 12-18?,13915.870828999996,29,3,6489.245516,44.2950557984485,505.1739584137932,338.02999700000004,3168.0,14650.044794
Will Paraguay win the 2026 FIFA World Cup?,14066.109995,28,3,2033.9565200000002,22.94395066559454,316.6032970714286,311.12361999999996,890.321,8864.892318
Jazz vs. Mavericks,14166.865268,30,3,1864.7188,20.625244664456634,301.36512,251.12,744.7188,9040.9536
Will Curaçao win the 2026 FIFA World Cup?,14208.61,26,3,2255.9809999999998,26.71411458936847,324.80395226923076,310.72011999999995,892.107,8444.902759
Will Arsenal FC win on 2026-01-20?,14452.045749,22,3,5147.5405,46.91771623362176,498.7009863636364,287.8185,3205.3014,10971.421699999999
Will Atletico Madrid win the 2025–26 La Liga?,14858.581124999997,25,3,4615.40291,42.56527848456717,433.72467647999997,290.96997500000003,1941.9281,10843.116912
Cavaliers vs. Hornets,10150.919941,12,3,1472.0,32.711111111111116,375.0,324.0,496.0,4500.0
Will Logan Paul’s PSA 10 Pokémon Illustrator Sale ,10292.575244,20,3,2554.457312,42.36598172326912,301.4750524,224.62249400000002,999.9999829999999,6029.501048
"Will the price of Ethereum be between $3,100 and $",10685.240376000002,6,3,8620.0,90.60235864006113,1585.6835166666667,570.0,4300.0,9514.1011
Will Trump try to Fire Powell by January 31?,10700.266824999999,11,3,2653.3383000000003,60.54618498050962,398.39433781818184,231.29411700000003,1019.475,4382.337716
Will Senegal win the CAF Africa Cup of Nations Mor,10743.171707999996,15,3,3174.859399,57.70022307285285,366.8223136666666,192.4074,1330.949999,5502.334705
Iran strike on Qatar by January 31?,10777.251515000002,28,3,1513.2919,24.820616586921336,217.74696489285716,199.999998,642.2374,6096.915017
"U.S. agrees to a new trade deal with ""Taiwan"" befo",10830.148708,15,3,5122.963898,59.43430787249321,574.6359952,346.1157,3392.0172000000002,8619.539928
Will Nigeria win on 2026-01-17?,10928.212254,15,3,4317.999999000001,52.75825814812774,545.6333789333333,439.23879999999997,1883.0000000000002,8184.500684000001
Will Rayo Vallecano win the 2025–26 La Liga?,11282.779999999999,24,3,3324.1493009999995,34.52367532080534,401.19199241666666,316.01826200000005,1268.1096209999998,9628.607818
Will Matteo Berrettini win the 2026 Australian Ope,11587.564999999997,18,3,2187.83925,35.74644470667474,340.02437444444445,251.5846635,749.99925,6120.43874
Will the Broncos win the AFC Championship?,11601.543332,9,3,4536.2689,77.55192157517354,649.9257111111111,370.0,2607.3757,5849.3314
Will Morocco win the CAF Africa Cup of Nations Mor,11635.871702000004,23,3,3586.9899960000002,42.85438363405607,363.9209657391305,244.0,1998.99,8370.182212
Ukraine hits Moscow by January 31?,11674.361741,23,3,3371.7632999999996,40.13016715949023,365.3072357391304,191.7907,2130.3559999999998,8402.066422
Will Marseille win the 2025–26 Champions League?,11890.145825999998,29,3,3077.158444,31.47665394981729,337.1035308620689,285.25910999999996,2078.279884,9776.002395
Will the Supreme Court rule on Trump's tarriff's b,11989.08984,21,3,3344.9683,51.74280606213125,307.8383583809524,199.99999899999997,1768.2996,6464.605526
Will FC Barcelona win on 2026-01-18?,12028.320385999998,27,3,2886.724199,35.38098605604033,302.18409092592594,189.0,1613.9899990000001,8158.970455000001
Will Z.ai have the top AI model at the end of Janu,8141.919000000002,7,3,2396.318337,77.85784874608532,439.6874515714286,239.76,973.9990260000001,3077.8121610000003
Over $18M committed to the Space public sale?,8173.723933,26,3,1207.157333,20.608328436140063,225.29303303846154,207.5799995,444.84000000000003,5857.618859
ICE shooter charged by March 31?,8190.178838,20,3,1795.248994,34.57031884424649,259.65178425000005,194.2,893.669,5193.035685
Will Manchester City win the 2025–26 English Premi,8237.787605999996,11,3,1546.911998,55.78156323889106,252.10545436363637,161.5,546.912,2773.159998
Will Baidu have the second-best AI model at the en,8506.215699999999,15,3,2623.823597,53.77040175874398,325.31200699999994,179.8,999.9999969999999,4879.680105
Seeker FDV above $100M one day after launch?,8583.733012,16,3,2749.039995,55.44346806744509,309.8922301875,155.765,1282.7899949999999,4958.275683
Will the US officially declare war on Iran by Marc,8806.196809,13,3,2172.74436,51.63230251386373,323.70081015384613,216.138615,963.0,4208.110532
"Will Russia capture Lyman by March 31, 2026?",9172.560373,10,3,4199.1354,80.00620291582554,524.8512299,190.6829995,2169.8424,5248.512299
Tesla launches unsupervised full self driving (FSD,9267.812476,10,3,4577.769196,73.45505897316065,623.2067961,317.33000000000004,1856.2422,6232.067961
Will Leeds United FC win on 2026-01-17?,9295.496883999998,20,3,3780.12,50.82310556640397,371.88990694999995,238.56560000000002,2657.0775,7437.7981389999995
Will Yoon Suk Yeol be sentenced to 20–30 years in ,9371.532502999997,12,3,2647.5554899999997,62.12518090077539,355.1371939166666,189.43849699999998,1490.734,4261.6463269999995
"Will the price of Bitcoin be above $98,000 on Janu",9764.212959000002,18,3,5834.7949739999995,65.61221865334286,494.0471195555556,216.3809925,3264.56,8892.848152
Will Shadowrocket be #1 Paid App in the US Apple A,9804.649473999998,15,3,1847.412,42.09381894597468,292.586425,199.999996,750.0,4388.796375
Will Russia capture all of Myrnohrad by February 2,9820.925780999998,26,3,1376.3826,23.079706518370443,229.36943442307694,201.999999,602.1826,5963.605295
"Will the price of Ethereum be less than $2,700 on ",9964.673,7,3,9055.702,94.15375952134711,1373.999,180.18,4158.0,9617.993
Will Elon Musk post 1400+ tweets in January 2026?,10004.291532000001,21,3,2324.63306,42.090864893100765,262.9948628095238,190.41384,1281.84623,5522.892119
Will the price of Solana be above $130 on January ,5754.570142,6,2,4726.8429940000005,88.64342678919613,888.7372636666669,184.09407,2433.7899939999998,5332.423582
Will Jesus Christ return before GTA VI?,5893.994653000001,14,2,588.438,23.030451213523996,182.50309264285718,183.6102,294.219,2555.043297
Will 7 Fed rate cuts happen in 2026?,5972.7824279999995,13,2,1717.548392,48.278828999663084,273.6584747692308,196.0,1204.4984,3557.560172
Will the price of Solana be between $120 and $130 ,6019.03,6,2,5064.465040000001,88.86734728194926,949.8173766666665,173.53506,2771.41204,5698.90426
Will Elon Musk post 540-559 tweets from January 16,19988.429605,16,2,641.426493,25.767848191628616,155.57820550000002,126.9585,399.66650000000004,2489.251288
Will Grigor Dimitrov win the 2026 Australian Open?,19328.455827,14,2,1217.56,32.58001578196665,266.9383956428572,217.749628,718.56,3737.137539
Stade Lavallois Mayenne FC vs. SC Bastia: O/U 2.5,18999.600526999893,12,2,545.679999,29.376158739011693,154.7967304166667,130.0,293.559999,1857.560765
Will Alphabet be the second-largest company in the,18147.367678,18,2,2267.368469,31.030406300127744,405.94026944444454,370.328385,1689.999989,7306.92485
"Will the price of Bitcoin be between $84,000 and $",18031.937721,7,2,2870.137989,70.04318378573548,585.3813184285715,149.78007,1799.9991989999999,4097.669229
Will Ro Khanna win the 2028 Democratic presidentia,17728.183794000004,17,2,916.2868699999999,31.02681377599043,173.71821688235295,131.31300000000002,553.3999699999999,2953.209687
Fact Check: Maduro capture staged?,17647.276665,7,2,14114.1,92.06429563136501,2190.0998494285714,296.1,11844.0,15330.698946
Will Trump and Machado only be photographed togeth,17642.909019000002,13,2,1920.9199979999999,34.16819446286699,432.4579600769231,227.61864999999997,969.969998,5621.953481
Will Elon Musk post 1080-1119 tweets in January 20,17084.226525000002,8,2,3548.4480000000003,70.02438725945777,633.430748,304.979496,2497.5,5067.445984
Will 11 Fed rate cuts happen in 2026?,17051.163148,13,2,1745.470234,39.93934431101662,336.17712907692305,206.96,1224.04033,4370.302678
Will Elon Musk post 500-519 tweets from January 16,16957.391067000004,12,2,554.7966000000001,26.201581141836876,176.45137425,178.99545,284.8056,2117.416491
Will Jon Ossoff win the 2028 Democratic presidenti,16655.164222000007,17,2,773.169966,28.428366373581632,159.98311558823528,122.1024,548.289985,2719.712965
Will Moonshot have the best AI model at the end of,715582.0500000002,11,2,3986.7093000000004,32.91000404087052,1101.2703545454547,999.0,1994.7033000000001,12113.9739
Will Elon Musk post 560-579 tweets from January 9 ,301895.81997799996,17,2,1983.678316,44.16886041943508,264.1837680588236,166.642,1027.10833,4491.124057
Will Trump nominate Christopher Waller as the next,169826.83168200005,12,2,1753.2160000000001,41.877652197243414,348.87660999999997,251.09757,1296.2160000000001,4186.51932
Will Aston Villa win the 2025–26 English Premier L,118955.537905001,14,2,741.65604,32.60292711148913,162.48673392857145,136.1805825,593.16,2274.814275
Will Tucker Carlson win the 2028 US Presidential E,117918.97853,16,2,6984.38432,68.05453200065573,641.4326969375,244.03660200000002,4504.38432,10262.923151
Will Hunter Biden win the 2028 Democratic presiden,117735.75866600001,17,2,2355.5142239999996,36.68269477811998,377.72486747058826,277.207,1178.3498439999998,6421.322747
Will JB Pritzker win the 2028 US Presidential Elec,115419.193837,17,2,4761.6541099999995,62.847196781313265,445.67986311764713,165.75,2409.76091,7576.557673
Will Trump nominate Stephen Miran as the next Fed ,114856.03444699998,15,2,1519.04645,26.81914147078016,377.60255466666666,351.00989400000003,793.98,5664.038320000001
Will Zohran Mamdani win the 2028 Democratic presid,113415.74813200001,19,2,2544.219975,43.626794820618066,306.93594389473685,217.77546,1980.05,5831.782934
Will the Houston Texans win Super Bowl 2026?,99189.26254100013,11,2,1612.276282,49.184144093838114,298.0037038181818,173.652,1303.99629,3278.040742
Will António José Seguro win 4th place in the 1st ,93168.080369,9,2,84690.30781,93.34026204173216,10081.431094444444,847.45,77484.853,90732.87985
"Will the price of Ethereum be above $3,300 on Janu",83172.366741,20,2,6750.0,48.77842758740142,691.9042222,164.04500000000002,3400.0000000000005,13838.084444
Will Trump nominate David Malpass as the next Fed ,77335.35966599999,16,2,9594.747796,51.593585307471415,1162.299021625,362.4277095,4799.999196,18596.784346
Will Beto O’Rourke win the 2028 Democratic preside,76746.763962,19,2,7018.4645120000005,54.92758287965125,672.5088738421053,268.02216,3510.999842,12777.668603
Will Felix Auger Aliassime win the 2026 Australian,73855.46601399999,19,2,1210.74,21.79017402750005,292.4398759473685,238.32,714.24,5556.357643
Will Chris Murphy win the 2028 Democratic presiden,73129.5358,17,2,3545.519832,46.80182810030641,445.6235975882352,281.86858,2143.979832,7575.601159
Will Burnley win the 2025–26 English Premier Leagu,9711.436000000002,13,2,989.89624,32.463349622878106,234.55948169230766,155.469375,495.96608,3049.273262
Will Player 167 win Beast Games: Season 2?,9215.506849000001,14,2,699.999996,28.624508294327537,174.67548857142856,127.694954,399.99999899999995,2445.45684
Will Elon Musk post 190-214 tweets from January 15,9154.114190000002,12,2,928.5699910000001,38.35079630873609,201.77112350000002,143.999998,470.0,2421.253482
EdgeX FDV above $1B one day after launch?,8994.228540000002,9,2,1607.9543,51.828572416068255,344.71639977777784,212.5242,1068.4543,3102.447598
Will 8 Fed rate cuts happen in 2026?,8969.381117,14,2,1732.5375129999998,44.56446230689005,277.6936444285714,191.365455,1215.2975299999998,3887.7110219999995
"Will the price of Bitcoin be above $90,000 on Janu",8818.917966,7,2,6707.330985,85.36116571064022,1122.5129515714286,286.2912,5906.601,7857.590660999999
Will global temperature increase by more than 1.19,8532.383459,6,2,4887.87985,89.68413285164351,908.3509153333334,162.55775,4453.2105,5450.105492000001
Will the Fed Cut–Cut–Cut in the next three decisio,8489.685939,15,2,488.58475999999996,18.51455432355955,175.9281739333333,169.04664,249.16199999999998,2638.9226089999997
Seeker FDV above $200M one day after launch?,8482.631213000002,14,2,1190.729031,32.01368200598355,265.6741377857143,220.7903225,599.999999,3719.437929
"Will the price of Ethereum be between $2,900 and $",8291.803,5,2,7951.999197,95.1423827144222,1671.5997582,173.999826,3995.999197,8357.998791
Will Ivanka Trump win the 2028 Republican presiden,8282.686507,20,2,1388.8,22.99817362309289,301.93701960000004,291.98345900000004,694.4,6038.740392
Will 6 Fed rate cuts happen in 2026?,8248.191646,12,2,1677.702867,47.30817092899366,295.52732541666666,191.39999999999998,1176.6928699999999,3546.3279049999996
Will Fulham FC win on 2026-01-17?,8232.324789000002,5,2,4000.0,88.71237885437544,901.79072,219.6,2880.0,4508.9536
Will 9 Fed rate cuts happen in 2026?,8078.890805,11,2,1739.810231,51.36807042578793,307.9044339090909,198.2,1221.0002599999998,3386.9487729999996
Will Napoli win the 2025–26 Champions League?,7904.470975,14,2,884.039954,27.74414512234598,227.6001322857143,158.782975,466.71,3186.401852
Epstein blackmail evidence released by March 31?,7889.80948,15,2,1966.814219,39.55214865589723,331.5140956666666,234.43872,999.9999990000001,4972.711435
Will Tucker Carlson win the 2028 Republican presid,11312.345452999994,15,2,1078.0,37.72313105165151,190.510874,144.85979,686.0,2857.66311
"Will Bitcoin reach $250,000 by December 31, 2026?",11154.270449999998,16,2,1496.3652029999998,32.5566750783585,287.2615983125,176.3068965,933.62551,4596.185573
"Will the price of Ethereum be above $3,500 on Janu",11153.744338999995,15,2,3598.872942,53.68730679354498,446.8930872666666,242.58,2887.535384,6703.396309
"Will ""The Rip"" be the top US Netflix movie this we",11113.829430000002,16,2,500.763332,18.180046982634465,172.1541659375,173.45,254.99999899999997,2754.466655
Will Brazil win the 2026 FIFA World Cup?,11007.123909,13,2,1364.0900000000001,34.853864125761405,301.05700653846156,219.31,812.63,3913.741085
Will SpaceX's market cap be between $600B and $700,11006.559226000001,13,2,798.20605,29.87042281105844,205.55606384615385,193.2,468.06605,2672.22883
"Will the price of Ethereum be above $2,700 on Janu",10914.35,16,2,5994.0,74.09644937224253,505.59102787499995,109.25064,4995.0,8089.456446
Will Elon Musk post 260-279 tweets from January 16,10866.718015999999,8,2,1659.5142700000001,55.54276318411969,373.4767085,245.2546085,993.8793900000001,2987.813668
Will XRP dip to $1.90 January 12-18?,10750.224955,15,2,3912.79682,60.20607753273202,433.26709200000005,128.519996,3195.05482,6499.00638
"Will Ethereum dip to $3,000 January 12-18?",10748.653166,12,2,924.835,27.830761403367514,276.9222955,283.95,487.0,3323.0675459999998
Will Tesla be the third-largest company in the wor,10456.507,7,2,1859.06721,76.86264745344093,345.5267789999999,115.884,929.99907,2418.687453
Will Apple be the second-largest company in the wo,10184.698170000001,17,2,824.429999,24.940553590097426,194.4458935882353,161.98000000000002,460.0,3305.580191
Will Andrey Rublev win the 2026 Australian Open?,59798.988128,16,2,1212.6799999999998,30.365307644129487,249.6022793125,210.39491299999997,715.68,3993.636469
Will Jiri Lehecka win the 2026 Australian Open?,61217.352999999996,14,2,1217.56,32.577141244903615,266.9619497142857,217.749628,718.56,3737.467296
Will Microsoft be the largest company in the world,63506.902003,13,2,4599.9999960000005,35.59472311881633,994.0972215384613,749.999998,2299.9999980000002,12923.26388
Will Frances Tiafoe win the 2026 Australian Open?,69039.75299999998,19,2,6270.85958,47.751089646793965,691.1784495263158,299.7,3136.99986,13132.390540999999
Spread: Pacers (-3.5),15600.790717,17,2,4106.0,36.431178345435356,662.9744705882352,557.5,2404.5,11270.566
Will Elon Musk post 1320-1359 tweets in January 20,15459.833664999996,13,2,1888.100603,40.75373869517449,356.38081946153847,199.4,944.999803,4632.950653
Will Microsoft be the largest company in the world,15364.498470999997,7,2,2080.949004,72.21229100753314,411.67289528571433,175.179909,1040.999964,2881.710267
Will 10 Fed rate cuts happen in 2026?,15232.518443000003,12,2,1739.29086,49.053594797010355,295.47458366666666,193.519952,1219.95096,3545.695004
OKX IPO in 2026?,15075.050615000002,6,2,8323.333332,92.52713505419631,1499.2598886666667,178.313,4993.999999000001,8995.559332
Will Elon Musk post 360-379 tweets from January 16,14970.078048999998,5,2,2801.105882,85.16078716415021,657.839359,249.81097999999997,1999.999972,3289.196795
US strike on Mexico by December 31?,14720.370148,14,2,1589.026913,42.31303777928314,268.2433791428572,148.036499,1120.856914,3755.407308
Will Elon Musk post 520-539 tweets from January 16,14689.407931,16,2,1320.7444,38.32385613649439,215.39201250000002,152.1252,937.9644,3446.2722
"Will Bitcoin dip to $45,000 in January?",14604.509999999998,11,2,4085.91,59.555763998778,623.6950694545454,365.92668000000003,2707.29,6860.645764
Will Kamala Harris win the 2028 US Presidential El,14395.308953,19,2,2044.950011,45.594112761550875,236.05887126315787,139.6229,1022.9999909999999,4485.118554
Will Elon Musk post 90-114 tweets from January 15 ,14373.467318,11,2,1207.943,52.30376707513882,209.95237272727272,129.99450000000002,965.5749999999999,2309.4761
Will Solana reach $180 in January?,14349.226116,10,2,2835.70384,63.882938662022426,443.890638,189.86699,1906.45,4438.90638
Will PSV win the 2025–26 Champions League?,14243.238833,17,2,2038.983812,35.90044017789372,334.09123576470586,269.91907999999995,1029.999872,5679.551008
Odds Trump acquires Greenland before 2027 hit 50% ,14142.502733000001,18,2,6193.5979099999995,70.30278262835631,489.43834072222216,183.5833,5953.7464199999995,8809.890132999999
Will Wes Moore win the 2028 US Presidential Electi,13955.545709000007,15,2,416.01238,19.207661969862208,144.3911222,143.33904,219.25217999999998,2165.866833
Will Jordan Bardella win the 2027 French president,13757.931528,7,2,1999.999999,73.2113516052968,390.25954214285713,155.116,1000.0,2731.8167949999997
Insurrection Act invoked by March 31?,11472.492010000002,20,2,1209.56,28.127996702471204,215.00997969999997,143.0,770.0,4300.199594
US civil war before 2027?,11838.221922,19,2,1566.97988,23.737303893416005,347.4388904210526,355.0854,1059.71902,6601.338918
Will Sporting win the 2025–26 Champions League?,11941.198997,19,2,2480.132051,42.724654519119824,305.52210968421053,229.999924,1240.689731,5804.920084
Will Trump and Machado handshake last 6–10 seconds,11947.537347999998,6,2,1534.879567,72.39611765238429,353.35218166666664,167.16179,891.0,2120.11309
Will England win the 2026 FIFA World Cup?,11970.135886,18,2,1304.13,29.121751918648382,248.7888327222222,170.02164700000003,776.91,4478.198989
Will Giovanni Mpetshi Perricard win the 2026 Austr,12195.915,12,2,1063.759176,34.556410575944504,256.527216,217.969812,719.28,3078.326592
Will France win the 2026 FIFA World Cup?,12265.663125,15,2,1319.12,32.22908944971973,272.8632264666667,187.44,785.84,4092.948397
Will Ugo Humbert win the 2026 Australian Open?,12631.864332999998,13,2,1063.759176,32.81641252086806,249.34970838461538,217.969812,719.28,3241.546209
"Will Israel strike Lebanon on January 14, 2026?",12746.760188000006,20,2,2098.4998969999997,43.26376583082603,242.5239524,126.8962275,1599.999897,4850.479048
Will the Fed increase interest rates by 25+ bps af,12788.721921,11,2,697.3187499999999,30.633093883034146,206.9415968181818,173.929977,393.2,2276.357565
Will Argentina win the 2026 FIFA World Cup?,13195.287945,17,2,1349.1,31.096732076857364,255.19988188235294,187.65,803.7,4338.397992
Will Alejandro Davidovich Fokina win the 2026 Aust,13213.789999999997,14,2,1218.06,32.57117982971949,267.12046100000003,217.85971999999998,718.56,3739.686454
"Will Ethereum reach $4,400 in January?",13405.74969500001,18,2,5308.165,52.879459817181896,557.6797807222223,290.77997849999997,4767.4,10038.236052999999
Will Logan Paul’s PSA 10 Pokémon Illustrator Sale ,13642.268162999999,20,2,4248.58,55.173347961479244,385.0210434,160.77099950000002,2639.74,7700.420867999999
Will Denis Shapovalov win the 2026 Australian Open,13683.974999999999,16,2,1218.78,28.101267630502797,271.06873256250003,228.864906,719.28,4337.099721
Will Juventus win the 2025–26 Champions League?,13701.27614,11,2,2537.513269,45.57979895911103,506.1080340909091,362.399889,1269.399989,5567.188375
First to 5k: Gold or ETH?,7887.984616000002,18,2,1670.3633989999998,37.93670780107705,244.6125981666667,172.72549850000001,1170.3634,4403.026767
Will DeepSeek have the top AI model at the end of ,7575.525000000001,6,2,969.298731,60.166310626331274,268.5053925,204.314481,519.99948,1611.032355
Will FC Bayern München win on 2026-01-17?,7539.639614000001,13,2,2561.0012,57.34767077098402,343.51890784615387,185.0,1860.0,4465.745802
Will Trump endorse María Corina Machado for Venezu,7521.550139,15,2,1423.8588,39.70125919637382,239.09548946666666,164.0,1048.8588,3586.432342
"Will the price of Ethereum be between $3,000 and $",7388.605962,5,2,6525.782230000001,90.82884747472687,1436.940446,301.89991,3388.5822300000004,7184.702230000001
Jerome Powell federally charged by June 30?,7376.094682999999,13,2,1065.918254,37.62476106722421,217.92487053846156,177.7463,661.3728,2833.023317
Will MrBeast hit 465 Million subscribers by Januar,6906.019208,11,2,3247.1489,74.6213268059119,395.5911361818182,121.72,1707.1489000000001,4351.502498
"Will ""28 Years Later: Bone Temple"" Opening Weekend",6848.149131,14,2,633.3923,27.256901236192054,165.9847785,146.3874,341.51829999999995,2323.7868989999997
Will Yoon Suk Yeol be sentenced to 15–20 years in ,6685.306045,9,2,1062.83583,48.80048278781981,241.991192,153.19078,663.03883,2177.920728
Will Miguel Díaz-Canel be the next leader out befo,6421.200620999999,10,2,2101.868498,55.66886925066825,377.566228,287.1,1051.999938,3775.66228
Will the highest temperature in Seattle be between,6417.484815000001,5,2,2078.40509,82.16534413822886,505.90796199999994,198.0,1091.91257,2529.5398099999998
US strike on Cuba by March 31?,6379.90538,5,2,1063.7564,58.75423435284043,362.10374,293.7623,539.5108,1810.5187
Will the Doge-1 Lunar Mission launch before 2027?,10156.302120999999,8,2,5025.726745,71.86460648806201,874.165843,368.55,4025.726755,6993.326744
Will Ivan Cepeda Castro win the 2026 Colombian pre,9950.062625,16,2,599.999998,21.398414685960297,175.2466265625,128.0,299.999999,2803.946025
"Will the price of Bitcoin be above $102,000 on Jan",9831.935154,19,2,1964.4999970000001,40.73342387846468,253.8326682105263,150.009981,1472.4999970000001,4822.820696
Backpack FDV above $700M one day after launch?,9716.926233999999,16,2,1736.4964,34.61281762218951,313.55732487499995,217.89049999999997,1112.0008,5016.917198
Will Elon Musk post 215-239 tweets from January 15,7473.834175,5,1,195.2,27.03803361512394,144.3891984,118.313,195.2,721.9459919999999
Will Trump and Machado handshake last 15 seconds o,7808.258973000001,9,1,249.88039999999998,19.058668777913482,145.6790566666667,124.0,249.88039999999998,1311.11151
Will SpaceX's market cap be between $700B and $800,7839.556713000001,8,1,337.00434,26.436829452577033,159.344155,144.855,337.00434,1274.75324
Will Trump and Machado handshake last 10–15 second,7901.027601000002,6,1,254.00887,28.05356029305378,150.90709066666668,138.5887725,254.00887,905.442544
Will the highest temperature in New York City be 3,7038.667618,8,1,525.8190000000001,32.59097639421335,201.6735375,155.4,525.8190000000001,1613.3883
Will Sentimental Value win Best Picture at the 98t,7103.6601709999995,7,1,673.1745599999999,39.174637090068195,245.4848377142857,169.98998799999998,673.1745599999999,1718.393864
Will Keir Starmer be the next leader out before 20,7257.05617,5,1,486.0,44.29820240601748,219.42199620000002,165.17,486.0,1097.109981
Will Juan Carlos Pinzón win the 2026 Colombian pre,7336.809617,8,1,248.54377,19.77950081067785,157.07156387499998,145.02913,248.54377,1256.5725109999998
Will the Fed Cut–Cut–Pause in the next three decis,8022.420677,6,1,313.333333,28.84612803512473,181.03719883333335,161.64,313.333333,1086.223193
Will SpaceX's market cap be between $900B and $1T ,8067.336439999999,8,1,331.84,26.340700498003866,157.47493125,142.35,331.84,1259.79945
Will Arsenal win the 2025–26 Champions League?,8261.806617,9,1,400.739999,19.63077830134777,226.82068877777778,207.5,400.739999,2041.386199
Will SpaceX's market cap be between $500B and $600,8785.981456000001,10,1,337.28,19.2718502996495,175.01173720000003,148.87768,337.28,1750.117372
Will Yoon Suk Yeol be sentenced to 10–15 years in ,6924.073074,9,1,668.97177,31.17832826939407,238.40340644444444,210.51695500000002,668.97177,2145.630658
Will Elon Musk post 165-189 tweets from January 15,6911.059695999998,6,1,1049.439998,64.55529589179886,270.94084833333335,114.33440000000002,1049.439998,1625.64509
Will Silver (SI) hit (HIGH) $120 by end of January,6854.114265,8,1,500.225,32.895490999775575,190.08114212499999,139.5249995,500.225,1520.649137
Will Moonshot have the top AI model at the end of ,6688.045000000003,5,1,449.299251,39.733109525807805,226.158615,208.62916199999998,449.299251,1130.793075
Will Alibaba have the top AI model at the end of J,6189.406,5,1,449.299251,39.733109525807805,226.158615,208.62916199999998,449.299251,1130.793075
Will Elon Musk post 240-259 tweets from January 16,14001.635069000002,5,1,1374.770239,57.97848935454273,474.234584,263.53992800000003,1374.770239,2371.17292
Will Elon Musk post 200-219 tweets from January 16,14230.976914000003,7,1,690.7688420000001,31.40761877124084,314.1953035714286,198.4,690.7688420000001,2199.367125
Will Trump and Machado handshake last 2–6 seconds?,15180.464403000002,9,1,999.999999,35.12810851464761,316.30257277777775,176.06716,999.999999,2846.723155
Will SpaceX's market cap be between $800B and $900,15471.847631,6,1,163.607387,19.30836312708789,141.2232495,144.978,163.607387,847.3394969999999
Will Hamas agree to disarm by March 31?,16137.488066000002,6,1,287.17,28.70341186223125,166.74556633333336,157.124999,287.17,1000.473398
Will Solana reach $190 in January?,17151.166794,8,1,480.599,22.477186214181902,267.27044225000003,231.47985500000001,480.599,2138.163538
Will Elon Musk post 560-579 tweets from January 16,19193.166211999996,10,1,404.545454,24.81430744554016,163.0291133,114.74249400000001,404.545454,1630.291133
Will NVIDIA be the largest company in the world by,61472.465215000055,7,1,2023.81742,49.956673844277326,578.7350358571429,360.999991,2023.81742,4051.145251
Will Villarreal win the 2025–26 La Liga?,102278.96860400007,10,1,289.50997,16.020353694639823,180.7138441,150.33407999999997,289.50997,1807.138441
Will Elon Musk post 60-79 tweets from January 16 t,103921.80750000001,8,1,2422.76481,25.103002314597884,1206.4118763749998,1511.39709,2422.76481,9651.295011
49ers vs. Seahawks,419435.5875720011,7,1,692.9581999999999,25.487064338943487,388.40890914285717,249.9975,692.9581999999999,2718.862364
"Jerome Powell out as Fed Chair by March 31, 2026?",13078.448194,10,1,698.902903,27.14658608326626,257.45517349999994,180.5116665,698.902903,2574.551735
Will Elon Musk post 740+ tweets from January 16 to,13243.316078000002,5,1,699.99996,41.08247315584631,340.7779066,264.339859,699.99996,1703.889533
Will Elon Musk post 580-599 tweets from January 16,13860.513075999996,6,1,1013.82633,50.94954671149955,331.6438828333334,247.9499995,1013.82633,1989.8632969999999
Will 12 or more Fed rate cuts happen in 2026?,13941.76361,9,1,1205.26972,39.5154994785359,338.90210055555553,196.2,1205.26972,3050.118905
